index,总数,总价,平米单价,小区,所在区,户型,楼层,面积,户型结构,建筑类型,朝向,建筑结构,装修情况,梯户比例,电梯与否,发布年,发布月,发布日
7703,5533.0,112.0,8783.0,边城水恋,温江,3室2厅1厨2卫,中楼层 (共5层),127.53㎡,暂无数据,板楼,西南,钢混结构,精装,一梯两户,无,2022,7,3.0
7845,5534.0,125.0,14205.0,开元国际,新都,3室2厅1厨1卫,低楼层 (共26层),88㎡,平层,板塔结合,南,框架结构,简装,两梯五户,有,2022,7,2.0
7847,5534.0,60.0,13334.0,太平盛世B区,武侯,1室1厅1厨1卫,中楼层 (共6层),45㎡,暂无数据,板楼,东南,砖混结构,其他,一梯四户,无,2022,7,2.0
8605,5536.0,328.0,24707.0,中海名城二期,高新,3室1厅1厨2卫,中楼层 (共6层),132.76㎡,暂无数据,板楼,东南,钢混结构,精装,一梯两户,无,2022,7,1.0
8700,5536.0,120.0,8603.0,西汇佳苑,郫都,3室2厅1厨2卫,中楼层 (共11层),139.49㎡,暂无数据,板楼,南 北,砖混结构,精装,两梯四户,有,2022,7,1.0
8981,171498.0,432.0,39181.0,复地雍湖湾,高新,2室2厅1厨2卫,高楼层 (共31层),110.26㎡,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有,2022,7,6.0
8794,5586.0,138.6,11225.0,上林西江国际社区,崇州,3室2厅2厨2卫,低楼层 (共18层),123.48㎡,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,2022,7,7.0
8908,5587.0,182.0,24645.0,首座,武侯,1室1厅1厨1卫,高楼层 (共29层),73.85㎡,平层,板楼,南,框架结构,精装,两梯三户,有,2022,7,6.0
8946,5587.0,150.0,13101.0,润扬观澜鹭岛二期,新都,4室2厅1厨2卫,低楼层 (共31层),114.5㎡,暂无数据,暂无数据,东,未知结构,毛坯,一梯两户,暂无数据,2022,7,6.0
8983,5588.0,66.0,5566.0,龙湖时代天街,高新西,1室1厅1厨1卫,中楼层 (共18层),118.58㎡,平层,板塔结合,东南,框架结构,简装,五梯二十三户,有,2022,7,6.0
9694,5592.0,338.0,37201.0,都城雅颂居,高新,2室2厅1厨2卫,高楼层 (共26层),90.86㎡,暂无数据,塔楼,北,钢混结构,精装,两梯五户,有,2022,7,5.0
10861,5609.0,343.0,31044.0,龙湖九里晴川,高新,3室1厅1厨2卫,高楼层 (共31层),110.49㎡,平层,板塔结合,西,钢混结构,精装,两梯四户,有,2022,7,3.0
11295,5609.0,260.0,24926.0,光华美邻,青羊,3室2厅1厨1卫,中楼层 (共19层),104.31㎡,平层,塔楼,南,框架结构,精装,两梯四户,有,2022,7,3.0
11589,172170.0,143.0,16964.0,龙城国际,郫都,3室2厅1厨2卫,低楼层 (共33层),84.3㎡,平层,板塔结合,东,钢混结构,精装,三梯六户,有,2022,7,7.0
14098,172192.0,260.0,22932.0,西锦国际一期,金牛,3室2厅1厨2卫,中楼层 (共18层),113.38㎡,平层,板楼,东南,钢混结构,精装,两梯三户,有,2022,7,3.0
11204,5551.0,101.0,9440.0,碧水云居,简阳,3室2厅1厨1卫,低楼层 (共18层),107㎡,暂无数据,板塔结合,东南,钢混结构,精装,一梯四户,有,2022,7,6.0
12104,5546.0,128.0,14627.0,蓝光香瑞湖,温江,2室2厅1厨1卫,高楼层 (共26层),87.51㎡,暂无数据,板楼,南,钢混结构,精装,三梯五户,有,2022,7,4.0
13349,172403.0,81.8,5418.0,和谐大院,简阳,3室2厅1厨2卫,高楼层 (共7层),151㎡,暂无数据,板楼,南,砖混结构,其他,一梯两户,暂无数据,2022,7,8.0
13492,172403.0,45.0,9602.0,缤纷假日,青羊,1室0厅1厨1卫,高楼层 (共18层),46.87㎡,平层,板楼,东南,框架结构,其他,四梯二十九户,有,2022,7,7.0
79,170777.0,220.0,25759.0,中筑西府兰庭,武侯,3室1厅1厨1卫,中楼层 (共17层),85.41㎡,平层,板塔结合,西北,框架结构,精装,两梯五户,有,2022,6,25.0
470,170782.0,315.0,19688.0,中海右岸一期,双流,4室2厅1厨2卫,高楼层 (共33层),160㎡,平层,塔楼,东南 西北,钢混结构,毛坯,两梯四户,有,2022,6,14.0
600,170784.0,248.0,27853.0,华润二十四城一期,成华,3室1厅1厨1卫,中楼层 (共32层),89.04㎡,平层,塔楼,南 北,钢混结构,精装,两梯四户,有,2022,6,14.0
790,170789.0,195.0,22961.0,中海常春藤花园,武侯,2室1厅1厨1卫,高楼层 (共15层),84.93㎡,平层,板塔结合,西,框架结构,简装,两梯四户,有,2022,6,23.0
913,170789.0,265.0,23795.0,南湖世纪,天府新区,5室2厅1厨2卫,高楼层 (共33层),111.37㎡,平层,塔楼,西,钢混结构,精装,三梯七户,有,2022,6,24.0
1031,170790.0,173.0,11330.0,锦阳阁,武侯,3室2厅1厨2卫,中楼层 (共7层),152.7㎡,平层,板楼,西南,砖混结构,精装,一梯两户,无,2022,4,22.0
1289,170788.0,275.0,30899.0,西部国际金融中心,锦江,2室1厅1厨1卫,高楼层 (共47层),89㎡,平层,塔楼,西南,钢混结构,精装,三梯五户,有,2022,5,3.0
1708,170792.0,210.0,22934.0,置信巴厘岛A区,武侯,4室2厅1厨2卫,低楼层 (共13层),91.57㎡,跃层,板楼,东南 南,钢混结构,精装,两梯三户,有,2022,6,7.0
2074,170795.0,179.8,20787.0,阳光100米娅中心一期,成华,3室2厅1厨1卫,高楼层 (共19层),86.5㎡,平层,板塔结合,东,钢混结构,简装,三梯十户,有,2022,5,16.0
2141,170792.0,267.0,19748.0,世茂城三期,龙泉驿,4室2厅1厨2卫,中楼层 (共11层),135.21㎡,平层,板塔结合,南 西南,钢混结构,精装,两梯两户,有,2021,8,21.0
2238,170788.0,108.0,13187.0,地铁首座,温江,3室2厅1厨1卫,低楼层 (共32层),81.9㎡,平层,板塔结合,东北,钢混结构,精装,两梯一户,有,2021,11,14.0
2385,170785.0,123.0,15186.0,千禧河畔C区,温江,3室2厅1厨1卫,低楼层 (共33层),81㎡,平层,板塔结合,西南,钢混结构,精装,两梯六户,有,2022,5,5.0
2777,170782.0,98.0,16463.0,蜜城(双林南支路),成华,2室1厅1厨1卫,中楼层 (共22层),59.53㎡,平层,板楼,东北,钢混结构,精装,两梯八户,有,2022,6,1.0
3238,170853.0,190.0,19798.0,保利叶语,双流,3室2厅1厨2卫,中楼层 (共32层),95.97㎡,平层,板塔结合,北,钢混结构,毛坯,两梯五户,有,2022,6,18.0
5836,170876.0,167.0,23189.0,光华逸家,青羊,2室1厅1厨1卫,低楼层 (共22层),72.02㎡,平层,板塔结合,南,钢混结构,精装,两梯八户,有,2022,6,11.0
6269,170762.0,145.0,12077.0,五彩城,郫都,4室2厅1厨2卫,中楼层 (共32层),120.07㎡,平层,塔楼,东南,钢混结构,精装,两梯六户,有,2022,6,21.0
8327,170803.0,188.0,18046.0,军安卫士花园,高新,3室2厅1厨1卫,中楼层 (共26层),104.18㎡,平层,塔楼,东,钢混结构,毛坯,两梯六户,有,2020,4,23.0
9267,171090.0,125.0,14087.0,金辉悦府,高新西,3室2厅1厨1卫,高楼层 (共18层),88.74㎡,平层,塔楼,南,钢混结构,精装,两梯六户,有,2022,6,29.0
10587,171090.0,280.0,27557.0,保利花园三期,武侯,3室2厅1厨2卫,高楼层 (共15层),101.61㎡,平层,板塔结合,东北,框架结构,精装,两梯四户,有,2022,7,1.0
11527,171090.0,65.0,11612.0,铁路新村,金牛,2室1厅1厨1卫,低楼层 (共7层),55.98㎡,暂无数据,板楼,东南,砖混结构,毛坯,一梯两户,暂无数据,2022,7,2.0
6257,5521.0,108.5,15246.0,蓝润光华春天B区,温江,2室1厅1厨1卫,低楼层 (共34层),71.17㎡,平层,板塔结合,东南,钢混结构,精装,两梯六户,有,2022,7,5.0
6534,5521.0,45.0,10065.0,双水康城A区,成华,1室1厅1厨1卫,低楼层 (共6层),44.71㎡,平层,板楼,东,砖混结构,毛坯,一梯四户,无,2022,7,5.0
6889,5524.0,72.0,8977.0,航天丙区,龙泉驿,3室1厅1厨1卫,中楼层 (共6层),80.21㎡,平层,板楼,东,砖混结构,其他,一梯两户,无,2022,7,4.0
7214,5525.0,108.0,20000.0,华润橡树湾A区,郫都,3室2厅1厨1卫,低楼层 (共34层),54㎡,暂无数据,板塔结合,东南,钢混结构,其他,两梯六户,有,2022,7,3.0
7327,5529.0,82.8,8280.0,滨江新城,简阳,3室2厅1厨2卫,低楼层 (共29层),100㎡,暂无数据,板塔结合,东 南 西 北,砖混结构,其他,两梯五户,有,2022,7,3.0
7462,5531.0,116.0,12545.0,首开龙湖紫宸香颂,金牛,3室1厅1厨1卫,低楼层 (共37层),92.47㎡,平层,塔楼,西北,框架结构,精装,四梯十户,有,2022,7,3.0
7495,5532.0,155.0,20946.0,鑫苑名家二期,锦江,3室1厅1厨1卫,中楼层 (共40层),74㎡,平层,板塔结合,西南,钢混结构,简装,三梯八户,有,2022,7,3.0
8011,5534.0,135.0,11314.0,卫雅苑,武侯,3室1厅1厨1卫,中楼层 (共7层),119.33㎡,平层,板楼,西南,混合结构,精装,一梯两户,无,2022,7,2.0
8016,5534.0,148.0,14988.0,空港晶座,双流,3室2厅1厨2卫,低楼层 (共22层),98.75㎡,暂无数据,板楼,东 南,钢混结构,精装,四梯十七户,有,2022,7,2.0
8330,5535.0,570.0,24974.0,家益欣城,天府新区,4室1厅1厨4卫,中楼层 (共5层),228.24㎡,跃层,板塔结合,南,钢混结构,其他,一梯四户,无,2022,7,2.0
8644,5536.0,213.0,23231.0,万科城臻园,郫都,3室2厅1厨2卫,中楼层 (共19层),91.69㎡,暂无数据,板塔结合,东南,钢混结构,其他,两梯四户,有,2022,7,1.0
8999,171500.0,72.0,15531.0,锦西人家三区,金牛,1室1厅1厨1卫,低楼层 (共18层),46.36㎡,平层,板楼,南,钢混结构,精装,三梯六户,有,2022,7,6.0
9832,171511.0,245.0,43210.0,尊城国际,青羊,1室1厅1厨1卫,高楼层 (共36层),56.7㎡,平层,塔楼,东,框架结构,其他,四梯十七户,有,2022,7,4.0
11340,171533.0,50.8,6272.0,彭州市国税局住宅楼,彭州,3室1厅1厨1卫,低楼层 (共6层),81㎡,平层,板塔结合,东南,钢混结构,其他,一梯两户,无,2022,7,2.0
8820,5586.0,370.0,28314.0,青秀朗宸（二期）,成华,3室2厅1厨2卫,高楼层 (共32层),130.68㎡,平层,板楼,南 西南,钢混结构,精装,两梯两户,有,2022,7,6.0
9024,5588.0,138.0,16130.0,空港十六区,双流,2室1厅1厨1卫,低楼层 (共18层),85.56㎡,平层,板塔结合,西北,钢混结构,精装,两梯四户,有,2022,7,6.0
9095,5588.0,154.0,23817.0,COSMO天廊,锦江,2室1厅1厨1卫,低楼层 (共40层),64.66㎡,暂无数据,板塔结合,东南,框架结构,其他,两梯十九户,有,2022,7,6.0
9167,5589.0,32.0,10079.0,南城香山,双流,1室1厅1厨1卫,中楼层 (共14层),31.75㎡,暂无数据,板塔结合,南,框架结构,精装,五梯二十一户,有,2022,7,6.0
10153,5606.0,170.0,18919.0,和贵时代巢,高新,3室1厅1厨1卫,低楼层 (共19层),89.86㎡,平层,板塔结合,东,框架结构,精装,一梯七户,无,2022,7,4.0
10228,5608.0,368.0,29704.0,华侨城纯水岸二期,金牛,4室2厅1厨2卫,高楼层 (共18层),123.89㎡,平层,板楼,南,钢混结构,精装,两梯三户,有,2022,7,4.0
10464,5609.0,115.0,15148.0,万景峰二期,高新西,3室2厅1厨1卫,低楼层 (共33层),75.92㎡,平层,塔楼,东北,钢混结构,精装,两梯六户,有,2022,7,4.0
11481,5608.0,202.0,14638.0,中信未来城南区,郫都,3室1厅1厨2卫,高楼层 (共33层),138㎡,平层,板楼,东南,框架结构,毛坯,两梯三户,有,2022,7,2.0
10095,5553.0,273.0,24608.0,保利金香槟,青羊,3室2厅1厨2卫,高楼层 (共18层),110.94㎡,暂无数据,板塔结合,北 东北,钢混结构,其他,两梯四户,有,2022,7,8.0
10701,5549.0,425.0,30567.0,德商御府天骄,天府新区,4室1厅1厨2卫,高楼层 (共32层),139.04㎡,平层,板楼,南,钢混结构,其他,两梯三户,有,2022,7,7.0
12750,5555.0,64.0,11035.0,东茂商居,天府新区,1室1厅1厨1卫,中楼层 (共6层),58㎡,平层,板楼,东南,混合结构,其他,一梯两户,无,2022,7,3.0
14068,172402.0,270.0,21604.0,世茂城三期,龙泉驿,4室1厅1厨2卫,低楼层 (共34层),124.98㎡,平层,板塔结合,南,钢混结构,精装,两梯六户,有,2022,7,6.0
498,170784.0,199.8,22666.0,蓝光锦绣城,成华,3室1厅1厨1卫,中楼层 (共31层),88.15㎡,平层,板塔结合,东南,钢混结构,精装,三梯七户,有,2022,6,11.0
641,170785.0,179.0,12978.0,碧桂园海德公园,双流,4室2厅1厨2卫,高楼层 (共33层),137.93㎡,平层,板塔结合,南,框架结构,毛坯,两梯四户,有,2022,6,3.0
726,170790.0,188.0,20852.0,金沙海棠,青羊,2室1厅1厨1卫,低楼层 (共18层),90.16㎡,平层,板塔结合,西南,钢混结构,精装,两梯四户,有,2022,6,3.0
806,170789.0,105.0,12253.0,东林城市花园,成华,2室2厅1厨1卫,中楼层 (共18层),85.7㎡,平层,塔楼,东,框架结构,毛坯,两梯五户,有,2022,6,24.0
1257,170789.0,143.0,14275.0,温哥华花园六期,双流,3室1厅1厨2卫,高楼层 (共16层),100.18㎡,平层,塔楼,西,框架结构,毛坯,两梯六户,有,2022,3,25.0
1576,170792.0,148.0,12616.0,花样年龙年中心三期,郫都,4室2厅1厨2卫,中楼层 (共26层),117.32㎡,平层,板塔结合,东北,钢混结构,精装,两梯六户,有,2022,6,4.0
1605,170793.0,76.0,8840.0,博雅丽景,新都,2室2厅1厨1卫,低楼层 (共6层),85.98㎡,平层,板塔结合,南 北,混合结构,简装,十梯两户,有,2022,6,13.0
1676,170792.0,165.0,22089.0,荣盛紫提东郡,成华,3室1厅1厨1卫,高楼层 (共32层),74.7㎡,平层,板塔结合,东南,框架结构,精装,两梯六户,有,2022,6,3.0
1716,170794.0,130.0,11019.0,海骏达蜀都1号三期,郫都,3室1厅1厨2卫,低楼层 (共32层),117.98㎡,平层,塔楼,东南,钢混结构,毛坯,两梯六户,有,2022,6,3.0
2373,170785.0,130.0,14703.0,欣茂大峰景,新都,3室2厅1厨2卫,高楼层 (共27层),88.42㎡,平层,板塔结合,南,钢混结构,简装,两梯六户,有,2022,5,10.0
2571,170784.0,263.0,23927.0,名著司南,高新,3室2厅1厨2卫,高楼层 (共32层),109.92㎡,平层,板塔结合,西,钢混结构,精装,两梯五户,有,2022,3,18.0
2785,170782.0,145.0,16614.0,天空城,成华,2室2厅1厨1卫,低楼层 (共32层),87.28㎡,平层,板塔结合,东南,钢混结构,精装,两梯六户,有,2022,5,8.0
2904,170784.0,156.0,23033.0,恒大名都,天府新区,2室2厅1厨1卫,中楼层 (共32层),67.73㎡,平层,塔楼,东,钢混结构,精装,两梯六户,有,2022,6,4.0
2912,170784.0,85.0,9904.0,锦绣香城,新都,2室2厅1厨1卫,中楼层 (共26层),85.83㎡,平层,塔楼,南,钢混结构,精装,两梯六户,有,2022,6,5.0
4995,170868.0,191.0,25205.0,公元西,青羊,2室1厅1厨1卫,高楼层 (共32层),75.78㎡,平层,板楼,西北,钢混结构,简装,两梯六户,有,2022,2,17.0
5397,170872.0,103.0,12014.0,西区地标,郫都,3室1厅1厨1卫,低楼层 (共25层),85.74㎡,平层,塔楼,西南 东北,钢混结构,精装,两梯六户,有,2022,3,17.0
6525,170767.0,202.0,25704.0,华润凯旋天地,锦江,3室2厅1厨1卫,中楼层 (共26层),78.59㎡,平层,板塔结合,西南,钢混结构,精装,三梯八户,有,2022,6,8.0
8722,170810.0,165.0,13611.0,空港十六区,双流,3室2厅1厨2卫,中楼层 (共18层),121.23㎡,平层,板楼,西南,钢混结构,简装,两梯三户,有,2022,6,22.0
9394,171120.0,244.0,23228.0,华润翠林华庭,成华,3室1厅1厨2卫,高楼层 (共16层),105.05㎡,平层,板塔结合,南,钢混结构,精装,两梯五户,有,2022,6,28.0
9786,171098.0,155.0,18947.0,清水路苑,青羊,2室1厅1厨1卫,低楼层 (共18层),81.81㎡,平层,板塔结合,东,钢混结构,精装,两梯六户,有,2022,6,27.0
9870,171120.0,151.0,17701.0,天空城,成华,2室2厅1厨1卫,高楼层 (共28层),85.31㎡,平层,板塔结合,西南,钢混结构,精装,两梯六户,有,2022,6,28.0
10133,171090.0,145.0,22429.0,栅子街12号,青羊,2室1厅1厨1卫,低楼层 (共7层),64.65㎡,平层,板楼,东南,混合结构,简装,一梯两户,无,2022,6,27.0
10309,171120.0,148.5,19177.0,保利玫瑰花语,龙泉驿,3室2厅1厨1卫,中楼层 (共31层),77.44㎡,平层,板楼,东北,钢混结构,精装,两梯六户,有,2022,6,27.0
10335,171120.0,235.0,25656.0,万科城臻园,郫都,3室2厅1厨2卫,高楼层 (共21层),91.6㎡,平层,板楼,西南,钢混结构,精装,两梯四户,有,2022,6,27.0
10531,171120.0,101.8,8701.0,诚卓碧波豪庭,简阳,3室2厅1厨2卫,低楼层 (共33层),117㎡,平层,暂无数据,北,未知结构,毛坯,一梯六户,暂无数据,2022,6,28.0
11506,171120.0,55.8,12221.0,双桥北二街,成华,1室1厅1厨1卫,中楼层 (共7层),45.66㎡,暂无数据,板楼,东南,砖混结构,精装,两梯两户,有,2022,7,3.0
11525,171090.0,245.0,27360.0,绿地468公馆二期,锦江,3室1厅1厨1卫,低楼层 (共33层),89.55㎡,平层,板塔结合,北,钢混结构,简装,两梯六户,有,2022,6,30.0
11559,171098.0,150.0,20588.0,中铁骑士府邸,双流,3室2厅1厨1卫,高楼层 (共32层),72.86㎡,暂无数据,板塔结合,西,钢混结构,其他,三梯八户,有,2022,7,3.0
11579,171120.0,102.0,16972.0,果壳里的城,龙泉驿,1室1厅1厨1卫,中楼层 (共34层),60.1㎡,暂无数据,塔楼,南,钢混结构,简装,两梯五户,有,2022,7,4.0
11586,171120.0,210.0,17411.0,光华杏林,青羊,3室1厅1厨1卫,中楼层 (共21层),120.62㎡,暂无数据,塔楼,东,框架结构,精装,两梯八户,有,2022,7,3.0
11616,171098.0,165.0,21637.0,鑫苑名家二期,锦江,2室1厅1厨1卫,高楼层 (共34层),76.26㎡,平层,板塔结合,东南 南,钢混结构,精装,两梯六户,有,2022,6,29.0
11647,171090.0,150.0,12374.0,鹭湖宫七区A组,温江,3室2厅1厨2卫,低楼层 (共30层),121.23㎡,平层,塔楼,西北,框架结构,精装,两梯四户,有,2022,7,1.0
11763,171090.0,50.0,7598.0,598兵工医院家属区,郫都,2室2厅1厨1卫,低楼层 (共6层),65.81㎡,平层,暂无数据,南,未知结构,简装,一梯两户,无,2022,6,28.0
11789,171098.0,252.0,27118.0,俊发时光俊园,青羊,3室1厅1厨1卫,低楼层 (共21层),92.93㎡,暂无数据,板塔结合,东,钢混结构,精装,两梯六户,有,2022,6,29.0
6324,5520.0,62.0,8924.0,怡华居,郫都,2室1厅1厨1卫,中楼层 (共6层),69.48㎡,暂无数据,板楼,南,混合结构,精装,一梯三户,无,2022,7,5.0
6507,5520.0,63.0,8251.0,栖凤居二期,青白江,2室1厅1厨1卫,低楼层 (共6层),76.36㎡,平层,板楼,东南,钢混结构,精装,一梯两户,暂无数据,2022,7,5.0
7063,5524.0,180.0,19879.0,瀚林花园,成华,2室2厅1厨1卫,高楼层 (共18层),90.55㎡,暂无数据,塔楼,西南,钢混结构,简装,两梯四户,有,2022,7,3.0
7152,5525.0,222.0,17645.0,龙锦慧苑,武侯,3室2厅1厨2卫,中楼层 (共11层),125.82㎡,平层,塔楼,南,钢混结构,精装,两梯三户,有,2022,7,3.0
7407,5531.0,148.0,12595.0,保利公园198百合郡,新都,3室2厅1厨2卫,高楼层 (共18层),117.51㎡,平层,板塔结合,东,钢混结构,简装,两梯四户,有,2022,7,3.0
7758,5533.0,98.0,20111.0,锦江城市花园一期,锦江,2室1厅1厨1卫,低楼层 (共34层),48.73㎡,暂无数据,板塔结合,东南,钢混结构,其他,两梯八户,有,2022,7,3.0
8427,5535.0,101.0,11469.0,霏红榭,龙泉驿,2室1厅1厨1卫,高楼层 (共18层),88.07㎡,平层,板塔结合,东南,钢混结构,其他,两梯四户,有,2022,7,2.0
8943,5541.0,148.0,11123.0,格林尚元丽舍,金牛,3室2厅1厨2卫,低楼层 (共20层),133.06㎡,暂无数据,塔楼,东南,框架结构,简装,三梯十二户,有,2022,7,1.0
9909,5606.0,540.0,43187.0,中洲中央城邦,锦江,3室1厅1厨2卫,低楼层 (共25层),125.04㎡,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2022,7,5.0
10439,5609.0,365.0,27855.0,青秀朗宸（二期）,成华,3室2厅1厨2卫,中楼层 (共32层),131.04㎡,平层,板楼,东北,钢混结构,精装,两梯两户,有,2022,7,4.0
10915,5609.0,145.0,23027.0,合能耀之城,成华,2室1厅1厨1卫,低楼层 (共18层),62.97㎡,暂无数据,板塔结合,南,框架结构,简装,两梯五户,有,2022,7,3.0
13319,172189.0,680.0,48057.0,保利心语花园二期,高新,4室2厅1厨2卫,中楼层 (共32层),141.5㎡,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2022,7,4.0
10770,5550.0,112.0,12399.0,嘉合凤凰岛,青白江,3室2厅1厨1卫,低楼层 (共31层),90.33㎡,平层,板塔结合,东南,钢混结构,其他,三梯六户,有,2022,7,7.0
10791,5550.0,278.0,21127.0,美城云庭,双流,3室2厅1厨2卫,低楼层 (共32层),131.59㎡,平层,板塔结合,东,钢混结构,其他,两梯五户,有,2022,7,6.0
11452,5556.0,39.0,7477.0,白马庙街21号,温江,2室1厅1厨1卫,中楼层 (共7层),52.16㎡,平层,暂无数据,东南,未知结构,简装,一梯两户,暂无数据,2022,7,5.0
13039,172401.0,139.0,14929.0,雄飞生活广场,龙泉驿,3室2厅1厨2卫,中楼层 (共34层),93.11㎡,暂无数据,板塔结合,东,钢混结构,精装,三梯六户,有,2022,7,8.0
